PI	sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss	Race	Abs_genetic_load
PI329440	PI329440_PI329440	-125126.9755529	12365	25%	-3.75	Chr09	miss50	Durra	125126.9755529
PI329440	PI329440_PI329440	-59009.8183468999	4842	10%	-5.33116459	Chr09	miss50	Durra	59009.8183468999
PI329440	PI329440_PI329440	-31834.4669003	2394	5%	-6.0703125	Chr09	miss50	Durra	31834.4669003
PI329440	PI329440_PI329440	-7595.765613	491	1%	-7.2578125	Chr09	miss50	Durra	7595.765613
PI329440	PI329440_PI329440	-172007.7876443	16980	25%	-3.803711	Chr10	miss50	Durra	172007.7876443
PI329440	PI329440_PI329440	-84194.9325257002	6965	10%	-5.375	Chr10	miss50	Durra	84194.9325257002
PI329440	PI329440_PI329440	-45630.6278280999	3480	5%	-6.1035156	Chr10	miss50	Durra	45630.6278280999
PI329440	PI329440_PI329440	-10436.2627068	683	1%	-7.2773438	Chr10	miss50	Durra	10436.2627068
PI34911	PI34911_PI34911	-133128.8893389	13804	25%	-3.4990234	Chr01	miss50	Guinea	133128.8893389
PI34911	PI34911_PI34911	-62957.7173812	5314	10%	-5.1816406	Chr01	miss50	Guinea	62957.7173812
PI34911	PI34911_PI34911	-33973.9077195	2620	5%	-5.9814453	Chr01	miss50	Guinea	33973.9077195
PI34911	PI34911_PI34911	-8139.5947251	545	1%	-7.209961	Chr01	miss50	Guinea	8139.5947251
PI34911	PI34911_PI34911	-70905.6235247998	7705	25%	-3.3007812	Chr02	miss50	Guinea	70905.6235247998
PI34911	PI34911_PI34911	-31826.4288918	2752	10%	-4.9757812	Chr02	miss50	Guinea	31826.4288918
PI34911	PI34911_PI34911	-17111.9499525	1340	5%	-5.8046875	Chr02	miss50	Guinea	17111.9499525
PI34911	PI34911_PI34911	-3938.2036203	265	1%	-7.1015625	Chr02	miss50	Guinea	3938.2036203
PI34911	PI34911_PI34911	-73283.0132363	8031	25%	-3.1981201	Chr03	miss50	Guinea	73283.0132363
PI34911	PI34911_PI34911	-34516.6131877	2999	10%	-4.8928223	Chr03	miss50	Guinea	34516.6131877
PI34911	PI34911_PI34911	-19165.7439523	1503	5%	-5.73617855	Chr03	miss50	Guinea	19165.7439523
PI34911	PI34911_PI34911	-4668.0546898	312	1%	-7.045371144	Chr03	miss50	Guinea	4668.0546898
PI34911	PI34911_PI34911	-181770.0430109	17521	25%	-3.8300781	Chr04	miss50	Guinea	181770.0430109
PI34911	PI34911_PI34911	-86241.8118763	6941	10%	-5.4033203	Chr04	miss50	Guinea	86241.8118763
PI34911	PI34911_PI34911	-47071.526294	3487	5%	-6.12265628	Chr04	miss50	Guinea	47071.526294
PI34911	PI34911_PI34911	-10645.9328572	678	1%	-7.2910156	Chr04	miss50	Guinea	10645.9328572
PI34911	PI34911_PI34911	-119270.5414403	11961	25%	-3.6359863	Chr05	miss50	Guinea	119270.5414403
PI34911	PI34911_PI34911	-56583.3207927999	4669	10%	-5.276367	Chr05	miss50	Guinea	56583.3207927999
PI34911	PI34911_PI34911	-30057.9478716	2269	5%	-6.041992	Chr05	miss50	Guinea	30057.9478716
PI34911	PI34911_PI34911	-6691.0468648	436	1%	-7.2558594	Chr05	miss50	Guinea	6691.0468648
PI34911	PI34911_PI34911	-256403.260273298	24804	25%	-3.9614258	Chr06	miss50	Guinea	256403.260273298
PI34911	PI34911_PI34911	-119967.8750238	9747	10%	-5.501953	Chr06	miss50	Guinea	119967.8750238
PI34911	PI34911_PI34911	-64487.7308209001	4817	5%	-6.201172	Chr06	miss50	Guinea	64487.7308209001
PI34911	PI34911_PI34911	-14522.4894956	942	1%	-7.3916016	Chr06	miss50	Guinea	14522.4894956
PI34911	PI34911_PI34911	-181976.105275901	18203	25%	-3.703674325	Chr07	miss50	Guinea	181976.105275901
PI34911	PI34911_PI34911	-90779.0295917	7585	10%	-5.3376465	Chr07	miss50	Guinea	90779.0295917
PI34911	PI34911_PI34911	-49564.6800402999	3807	5%	-6.0955322	Chr07	miss50	Guinea	49564.6800402999
PI34911	PI34911_PI34911	-10999.1523457	736	1%	-7.3183594	Chr07	miss50	Guinea	10999.1523457
PI34911	PI34911_PI34911	-148803.3446338	14509	25%	-3.9101562	Chr08	miss50	Guinea	148803.3446338
PI34911	PI34911_PI34911	-69264.7476931	5670	10%	-5.44519045	Chr08	miss50	Guinea	69264.7476931
PI34911	PI34911_PI34911	-37047.0123333	2794	5%	-6.154297	Chr08	miss50	Guinea	37047.0123333
PI34911	PI34911_PI34911	-8686.092285	561	1%	-7.34375	Chr08	miss50	Guinea	8686.092285
PI34911	PI34911_PI34911	-132500.8453659	13037	25%	-3.75	Chr09	miss50	Guinea	132500.8453659
PI34911	PI34911_PI34911	-64137.5949677	5262	10%	-5.33116459	Chr09	miss50	Guinea	64137.5949677
PI34911	PI34911_PI34911	-35247.0259957	2655	5%	-6.0703125	Chr09	miss50	Guinea	35247.0259957
PI34911	PI34911_PI34911	-8228.6621067	531	1%	-7.2578125	Chr09	miss50	Guinea	8228.6621067
PI34911	PI34911_PI34911	-171319.6236992	16852	25%	-3.803711	Chr10	miss50	Guinea	171319.6236992
PI34911	PI34911_PI34911	-82352.3703641	6773	10%	-5.375	Chr10	miss50	Guinea	82352.3703641
PI34911	PI34911_PI34911	-45880.312787	3477	5%	-6.1035156	Chr10	miss50	Guinea	45880.312787
PI34911	PI34911_PI34911	-10944.8282441	724	1%	-7.2773438	Chr10	miss50	Guinea	10944.8282441
PI35038	PI35038_PI35038	-151285.9105671	15351	25%	-3.4990234	Chr01	miss50	Durra	151285.9105671
PI35038	PI35038_PI35038	-72196.2977131999	5954	10%	-5.1816406	Chr01	miss50	Durra	72196.2977131999
PI35038	PI35038_PI35038	-39429.9873069	2967	5%	-5.9814453	Chr01	miss50	Durra	39429.9873069
PI35038	PI35038_PI35038	-8774.994867	566	1%	-7.209961	Chr01	miss50	Durra	8774.994867
PI35038	PI35038_PI35038	-87851.3898585999	9450	25%	-3.3007812	Chr02	miss50	Durra	87851.3898585999
PI35038	PI35038_PI35038	-39612.6201741999	3385	10%	-4.9757812	Chr02	miss50	Durra	39612.6201741999
PI35038	PI35038_PI35038	-21439.0123266	1661	5%	-5.8046875	Chr02	miss50	Durra	21439.0123266
PI35038	PI35038_PI35038	-4908.9306619	320	1%	-7.1015625	Chr02	miss50	Durra	4908.9306619
PI35038	PI35038_PI35038	-76525.1023815999	8435	25%	-3.1981201	Chr03	miss50	Durra	76525.1023815999
PI35038	PI35038_PI35038	-34651.4771109	3011	10%	-4.8928223	Chr03	miss50	Durra	34651.4771109
PI35038	PI35038_PI35038	-18838.8783563	1479	5%	-5.73617855	Chr03	miss50	Durra	18838.8783563
PI35038	PI35038_PI35038	-4203.13574570001	280	1%	-7.045371144	Chr03	miss50	Durra	4203.13574570001
PI35038	PI35038_PI35038	-200862.001718401	19795	25%	-3.8300781	Chr04	miss50	Durra	200862.001718401
PI35038	PI35038_PI35038	-95627.8892602001	7859	10%	-5.4033203	Chr04	miss50	Durra	95627.8892602001
PI35038	PI35038_PI35038	-51776.1177501	3912	5%	-6.12265628	Chr04	miss50	Durra	51776.1177501
PI35038	PI35038_PI35038	-11941.3779325	789	1%	-7.2910156	Chr04	miss50	Durra	11941.3779325
PI35038	PI35038_PI35038	-276122.130468499	27589	25%	-3.6359863	Chr05	miss50	Durra	276122.130468499
PI35038	PI35038_PI35038	-137139.3918972	11373	10%	-5.276367	Chr05	miss50	Durra	137139.3918972
PI35038	PI35038_PI35038	-74976.3893251001	5711	5%	-6.041992	Chr05	miss50	Durra	74976.3893251001
PI35038	PI35038_PI35038	-17090.0478308	1130	1%	-7.2558594	Chr05	miss50	Durra	17090.0478308
PI35038	PI35038_PI35038	-37286.7917324999	3725	25%	-3.9614258	Chr06	miss50	Durra	37286.7917324999
PI35038	PI35038_PI35038	-14758.7909143	1208	10%	-5.501953	Chr06	miss50	Durra	14758.7909143
PI35038	PI35038_PI35038	-7774.504141	584	5%	-6.201172	Chr06	miss50	Durra	7774.504141
PI35038	PI35038_PI35038	-1951.5678733	124	1%	-7.3916016	Chr06	miss50	Durra	1951.5678733
PI35038	PI35038_PI35038	-29410.6905161	2992	25%	-3.703674325	Chr07	miss50	Durra	29410.6905161
PI35038	PI35038_PI35038	-12648.0278241	1041	10%	-5.3376465	Chr07	miss50	Durra	12648.0278241
PI35038	PI35038_PI35038	-6726.72435780001	503	5%	-6.0955322	Chr07	miss50	Durra	6726.72435780001
PI35038	PI35038_PI35038	-1711.245112	109	1%	-7.3183594	Chr07	miss50	Durra	1711.245112
PI35038	PI35038_PI35038	-118845.4587257	11369	25%	-3.9101562	Chr08	miss50	Durra	118845.4587257
PI35038	PI35038_PI35038	-55002.699469	4408	10%	-5.44519045	Chr08	miss50	Durra	55002.699469
PI35038	PI35038_PI35038	-29291.0318064	2156	5%	-6.154297	Chr08	miss50	Durra	29291.0318064
PI35038	PI35038_PI35038	-6072.074218	383	1%	-7.34375	Chr08	miss50	Durra	6072.074218
PI35038	PI35038_PI35038	-154681.015671001	15254	25%	-3.75	Chr09	miss50	Durra	154681.015671001
PI35038	PI35038_PI35038	-75323.5271916	6211	10%	-5.33116459	Chr09	miss50	Durra	75323.5271916
PI35038	PI35038_PI35038	-40791.3732265	3086	5%	-6.0703125	Chr09	miss50	Durra	40791.3732265
PI35038	PI35038_PI35038	-9168.01659730001	600	1%	-7.2578125	Chr09	miss50	Durra	9168.01659730001
PI35038	PI35038_PI35038	-160991.8439492	15955	25%	-3.803711	Chr10	miss50	Durra	160991.8439492
PI35038	PI35038_PI35038	-75711.2298219001	6254	10%	-5.375	Chr10	miss50	Durra	75711.2298219001
PI35038	PI35038_PI35038	-41445.6746885001	3151	5%	-6.1035156	Chr10	miss50	Durra	41445.6746885001
PI35038	PI35038_PI35038	-9264.665777	608	1%	-7.2773438	Chr10	miss50	Durra	9264.665777
PI48770	PI48770_PI48770	-152282.1244356	17528	25%	-3.4990234	Chr01	miss50	Durra	152282.1244356
PI48770	PI48770_PI48770	-73163.5000383	6773	10%	-5.1816406	Chr01	miss50	Durra	73163.5000383
PI48770	PI48770_PI48770	-40336.6763911	3410	5%	-5.9814453	Chr01	miss50	Durra	40336.6763911
PI48770	PI48770_PI48770	-9066.5705564	660	1%	-7.209961	Chr01	miss50	Durra	9066.5705564
PI48770	PI48770_PI48770	-97177.2319975006	13845	25%	-3.3007812	Chr02	miss50	Durra	97177.2319975006
PI48770	PI48770_PI48770	-45231.3924702	5183	10%	-4.9757812	Chr02	miss50	Durra	45231.3924702
PI48770	PI48770_PI48770	-24670.6858435	2543	5%	-5.8046875	Chr02	miss50	Durra	24670.6858435
PI48770	PI48770_PI48770	-5703.5551712	491	1%	-7.1015625	Chr02	miss50	Durra	5703.5551712
PI48770	PI48770_PI48770	-78957.5695000997	11412	25%	-3.1981201	Chr03	miss50	Durra	78957.5695000997
PI48770	PI48770_PI48770	-36544.4130829001	4189	10%	-4.8928223	Chr03	miss50	Durra	36544.4130829001
PI48770	PI48770_PI48770	-20145.7617713	2086	5%	-5.73617855	Chr03	miss50	Durra	20145.7617713
PI48770	PI48770_PI48770	-4387.1643085	379	1%	-7.045371144	Chr03	miss50	Durra	4387.1643085
PI48770	PI48770_PI48770	-203789.158528101	23861	25%	-3.8300781	Chr04	miss50	Durra	203789.158528101
PI48770	PI48770_PI48770	-96690.2566958	9369	10%	-5.4033203	Chr04	miss50	Durra	96690.2566958
PI48770	PI48770_PI48770	-52770.5583552	4703	5%	-6.12265628	Chr04	miss50	Durra	52770.5583552
PI48770	PI48770_PI48770	-11641.9206609	898	1%	-7.2910156	Chr04	miss50	Durra	11641.9206609
PI48770	PI48770_PI48770	-233977.4028732	30817	25%	-3.6359863	Chr05	miss50	Durra	233977.4028732
PI48770	PI48770_PI48770	-115594.8994652	12665	10%	-5.276367	Chr05	miss50	Durra	115594.8994652
PI48770	PI48770_PI48770	-63632.3003327	6377	5%	-6.041992	Chr05	miss50	Durra	63632.3003327
PI48770	PI48770_PI48770	-14368.2472987	1248	1%	-7.2558594	Chr05	miss50	Durra	14368.2472987
PI48770	PI48770_PI48770	-56357.4323986	8196	25%	-3.9614258	Chr06	miss50	Durra	56357.4323986
PI48770	PI48770_PI48770	-24500.7845003	2991	10%	-5.501953	Chr06	miss50	Durra	24500.7845003
PI48770	PI48770_PI48770	-12800.0133544	1432	5%	-6.201172	Chr06	miss50	Durra	12800.0133544
PI48770	PI48770_PI48770	-3084.4763154	289	1%	-7.3916016	Chr06	miss50	Durra	3084.4763154
PI48770	PI48770_PI48770	-30053.1280942	3719	25%	-3.703674325	Chr07	miss50	Durra	30053.1280942
PI48770	PI48770_PI48770	-12756.1411675	1229	10%	-5.3376465	Chr07	miss50	Durra	12756.1411675
PI48770	PI48770_PI48770	-6911.55834550001	596	5%	-6.0955322	Chr07	miss50	Durra	6911.55834550001
PI48770	PI48770_PI48770	-1795.920897	134	1%	-7.3183594	Chr07	miss50	Durra	1795.920897
PI48770	PI48770_PI48770	-116839.5863677	12194	25%	-3.9101562	Chr08	miss50	Durra	116839.5863677
PI48770	PI48770_PI48770	-54103.5759639	4661	10%	-5.44519045	Chr08	miss50	Durra	54103.5759639
PI48770	PI48770_PI48770	-29047.3942363	2293	5%	-6.154297	Chr08	miss50	Durra	29047.3942363
PI48770	PI48770_PI48770	-6045.9980471	415	1%	-7.34375	Chr08	miss50	Durra	6045.9980471
PI48770	PI48770_PI48770	-146545.8148717	16868	25%	-3.75	Chr09	miss50	Durra	146545.8148717
PI48770	PI48770_PI48770	-71018.1956496	6759	10%	-5.33116459	Chr09	miss50	Durra	71018.1956496
PI48770	PI48770_PI48770	-38475.9490946999	3359	5%	-6.0703125	Chr09	miss50	Durra	38475.9490946999
PI48770	PI48770_PI48770	-8720.0273387	662	1%	-7.2578125	Chr09	miss50	Durra	8720.0273387
PI48770	PI48770_PI48770	-167301.808271101	23077	25%	-3.803711	Chr10	miss50	Durra	167301.808271101
PI48770	PI48770_PI48770	-79882.2478831001	9245	10%	-5.375	Chr10	miss50	Durra	79882.2478831001
PI48770	PI48770_PI48770	-43567.9535845001	4626	5%	-6.1035156	Chr10	miss50	Durra	43567.9535845001
PI48770	PI48770_PI48770	-9817.4267569	909	1%	-7.2773438	Chr10	miss50	Durra	9817.4267569
PI533750	PI533750_PI533750	-167511.7144794	17245	25%	-3.4990234	Chr01	miss50	Bicolor	167511.7144794
PI533750	PI533750_PI533750	-81127.4013128002	6822	10%	-5.1816406	Chr01	miss50	Bicolor	81127.4013128002
PI533750	PI533750_PI533750	-43369.8021927001	3326	5%	-5.9814453	Chr01	miss50	Bicolor	43369.8021927001
PI533750	PI533750_PI533750	-9836.0192787	650	1%	-7.209961	Chr01	miss50	Bicolor	9836.0192787
PI533750	PI533750_PI533750	-218720.2221514	23020	25%	-3.3007812	Chr02	miss50	Bicolor	218720.2221514
PI533750	PI533750_PI533750	-111316.6775563	9533	10%	-4.9757812	Chr02	miss50	Bicolor	111316.6775563
PI533750	PI533750_PI533750	-61103.0708651	4753	5%	-5.8046875	Chr02	miss50	Bicolor	61103.0708651
PI533750	PI533750_PI533750	-13826.8206754	918	1%	-7.1015625	Chr02	miss50	Bicolor	13826.8206754
PI533750	PI533750_PI533750	-226014.7778929	24080	25%	-3.1981201	Chr03	miss50	Bicolor	226014.7778929
PI533750	PI533750_PI533750	-118439.1132452	10259	10%	-4.8928223	Chr03	miss50	Bicolor	118439.1132452
PI533750	PI533750_PI533750	-65664.9901936	5153	5%	-5.73617855	Chr03	miss50	Bicolor	65664.9901936
PI533750	PI533750_PI533750	-15799.8414406	1056	1%	-7.045371144	Chr03	miss50	Bicolor	15799.8414406
PI533750	PI533750_PI533750	-174714.671082901	17075	25%	-3.8300781	Chr04	miss50	Bicolor	174714.671082901
PI533750	PI533750_PI533750	-83518.4510409	6817	10%	-5.4033203	Chr04	miss50	Bicolor	83518.4510409
PI533750	PI533750_PI533750	-45258.8879189	3393	5%	-6.12265628	Chr04	miss50	Bicolor	45258.8879189
PI533750	PI533750_PI533750	-10482.092757	676	1%	-7.2910156	Chr04	miss50	Bicolor	10482.092757
PI533750	PI533750_PI533750	-96646.2617984001	9759	25%	-3.6359863	Chr05	miss50	Bicolor	96646.2617984001
PI533750	PI533750_PI533750	-45043.6503927	3718	10%	-5.276367	Chr05	miss50	Bicolor	45043.6503927
PI533750	PI533750_PI533750	-24352.340396	1839	5%	-6.041992	Chr05	miss50	Bicolor	24352.340396
PI533750	PI533750_PI533750	-5891.9184502	384	1%	-7.2558594	Chr05	miss50	Bicolor	5891.9184502
PI533750	PI533750_PI533750	-26015.6029082	2614	25%	-3.9614258	Chr06	miss50	Bicolor	26015.6029082
PI533750	PI533750_PI533750	-10433.2696453	861	10%	-5.501953	Chr06	miss50	Bicolor	10433.2696453
PI533750	PI533750_PI533750	-5332.4438403	404	5%	-6.201172	Chr06	miss50	Bicolor	5332.4438403
PI533750	PI533750_PI533750	-1499.2812463	98	1%	-7.3916016	Chr06	miss50	Bicolor	1499.2812463
PI533750	PI533750_PI533750	-58546.0625291	5901	25%	-3.703674325	Chr07	miss50	Bicolor	58546.0625291
PI533750	PI533750_PI533750	-26246.00934	2164	10%	-5.3376465	Chr07	miss50	Bicolor	26246.00934
PI533750	PI533750_PI533750	-13999.670047	1058	5%	-6.0955322	Chr07	miss50	Bicolor	13999.670047
PI533750	PI533750_PI533750	-3146.300293	210	1%	-7.3183594	Chr07	miss50	Bicolor	3146.300293
PI533750	PI533750_PI533750	-114511.8262723	10950	25%	-3.9101562	Chr08	miss50	Bicolor	114511.8262723
PI533750	PI533750_PI533750	-53971.0664157	4343	10%	-5.44519045	Chr08	miss50	Bicolor	53971.0664157
PI533750	PI533750_PI533750	-28577.1936149	2117	5%	-6.154297	Chr08	miss50	Bicolor	28577.1936149
PI533750	PI533750_PI533750	-6017.61475	383	1%	-7.34375	Chr08	miss50	Bicolor	6017.61475
PI533750	PI533750_PI533750	-117967.3244319	11691	25%	-3.75	Chr09	miss50	Bicolor	117967.3244319
PI533750	PI533750_PI533750	-55315.0748986999	4545	10%	-5.33116459	Chr09	miss50	Bicolor	55315.0748986999
PI533750	PI533750_PI533750	-29751.7165378	2236	5%	-6.0703125	Chr09	miss50	Bicolor	29751.7165378
PI533750	PI533750_PI533750	-7080.6269436	462	1%	-7.2578125	Chr09	miss50	Bicolor	7080.6269436
PI533750	PI533750_PI533750	-159560.6255473	15979	25%	-3.803711	Chr10	miss50	Bicolor	159560.6255473
PI533750	PI533750_PI533750	-77344.6820293001	6487	10%	-5.375	Chr10	miss50	Bicolor	77344.6820293001
PI533750	PI533750_PI533750	-41769.4388510999	3230	5%	-6.1035156	Chr10	miss50	Bicolor	41769.4388510999
PI533750	PI533750_PI533750	-8959.8848978	601	1%	-7.2773438	Chr10	miss50	Bicolor	8959.8848978
PI533752	PI533752_PI533752	-112768.5240677	11669	25%	-3.4990234	Chr01	miss50	Guinea	112768.5240677
PI533752	PI533752_PI533752	-52373.2019859	4383	10%	-5.1816406	Chr01	miss50	Guinea	52373.2019859
PI533752	PI533752_PI533752	-28460.3042781	2177	5%	-5.9814453	Chr01	miss50	Guinea	28460.3042781
PI533752	PI533752_PI533752	-6595.25024939999	434	1%	-7.209961	Chr01	miss50	Guinea	6595.25024939999
PI533752	PI533752_PI533752	-71125.8644687	7667	25%	-3.3007812	Chr02	miss50	Guinea	71125.8644687
PI533752	PI533752_PI533752	-32501.6801406	2798	10%	-4.9757812	Chr02	miss50	Guinea	32501.6801406
PI533752	PI533752_PI533752	-17230.2092223	1352	5%	-5.8046875	Chr02	miss50	Guinea	17230.2092223
PI533752	PI533752_PI533752	-3666.6315925	241	1%	-7.1015625	Chr02	miss50	Guinea	3666.6315925
PI533752	PI533752_PI533752	-75246.3696305001	8225	25%	-3.1981201	Chr03	miss50	Guinea	75246.3696305001
PI533752	PI533752_PI533752	-35235.1805276	3055	10%	-4.8928223	Chr03	miss50	Guinea	35235.1805276
PI533752	PI533752_PI533752	-19227.7406509	1505	5%	-5.73617855	Chr03	miss50	Guinea	19227.7406509
PI533752	PI533752_PI533752	-4294.3613302	288	1%	-7.045371144	Chr03	miss50	Guinea	4294.3613302
PI533752	PI533752_PI533752	-191953.2182194	18455	25%	-3.8300781	Chr04	miss50	Guinea	191953.2182194
PI533752	PI533752_PI533752	-91043.0653032	7323	10%	-5.4033203	Chr04	miss50	Guinea	91043.0653032
PI533752	PI533752_PI533752	-49382.3691323	3655	5%	-6.12265628	Chr04	miss50	Guinea	49382.3691323
PI533752	PI533752_PI533752	-10911.1064428	694	1%	-7.2910156	Chr04	miss50	Guinea	10911.1064428
PI533752	PI533752_PI533752	-258763.199634	25648	25%	-3.6359863	Chr05	miss50	Guinea	258763.199634
PI533752	PI533752_PI533752	-129538.1626506	10677	10%	-5.276367	Chr05	miss50	Guinea	129538.1626506
PI533752	PI533752_PI533752	-70713.6395815002	5363	5%	-6.041992	Chr05	miss50	Guinea	70713.6395815002
PI533752	PI533752_PI533752	-16111.1132661	1060	1%	-7.2558594	Chr05	miss50	Guinea	16111.1132661
PI533752	PI533752_PI533752	-24194.147614	2399	25%	-3.9614258	Chr06	miss50	Guinea	24194.147614
PI533752	PI533752_PI533752	-9824.5776615	799	10%	-5.501953	Chr06	miss50	Guinea	9824.5776615
PI533752	PI533752_PI533752	-5019.052239	376	5%	-6.201172	Chr06	miss50	Guinea	5019.052239
PI533752	PI533752_PI533752	-1349.4243106	87	1%	-7.3916016	Chr06	miss50	Guinea	1349.4243106
PI533752	PI533752_PI533752	-182376.954851401	18007	25%	-3.703674325	Chr07	miss50	Guinea	182376.954851401
PI533752	PI533752_PI533752	-91257.2783155001	7532	10%	-5.3376465	Chr07	miss50	Guinea	91257.2783155001
PI533752	PI533752_PI533752	-50110.7086057999	3783	5%	-6.0955322	Chr07	miss50	Guinea	50110.7086057999
PI533752	PI533752_PI533752	-11305.4204095	740	1%	-7.3183594	Chr07	miss50	Guinea	11305.4204095
PI533752	PI533752_PI533752	-139738.9239517	13465	25%	-3.9101562	Chr08	miss50	Guinea	139738.9239517
PI533752	PI533752_PI533752	-65293.2180421001	5278	10%	-5.44519045	Chr08	miss50	Guinea	65293.2180421001
PI533752	PI533752_PI533752	-34793.2470816	2587	5%	-6.154297	Chr08	miss50	Guinea	34793.2470816
PI533752	PI533752_PI533752	-8081.0815402	520	1%	-7.34375	Chr08	miss50	Guinea	8081.0815402
PI533752	PI533752_PI533752	-150760.985831	14692	25%	-3.75	Chr09	miss50	Guinea	150760.985831
PI533752	PI533752_PI533752	-73586.2041862	5985	10%	-5.33116459	Chr09	miss50	Guinea	73586.2041862
PI533752	PI533752_PI533752	-40173.5907564	3000	5%	-6.0703125	Chr09	miss50	Guinea	40173.5907564
PI533752	PI533752_PI533752	-9194.727534	591	1%	-7.2578125	Chr09	miss50	Guinea	9194.727534
PI533752	PI533752_PI533752	-161540.5304367	15822	25%	-3.803711	Chr10	miss50	Guinea	161540.5304367
PI533752	PI533752_PI533752	-77525.5754786	6343	10%	-5.375	Chr10	miss50	Guinea	77525.5754786
PI533752	PI533752_PI533752	-43022.7019511	3249	5%	-6.1035156	Chr10	miss50	Guinea	43022.7019511
PI533752	PI533752_PI533752	-10104.4508018	666	1%	-7.2773438	Chr10	miss50	Guinea	10104.4508018
PI533754	PI533754_PI533754	-149741.4535842	16079	25%	-3.4990234	Chr01	miss50	Bicolor	149741.4535842
PI533754	PI533754_PI533754	-71875.5848744002	6314	10%	-5.1816406	Chr01	miss50	Bicolor	71875.5848744002
PI533754	PI533754_PI533754	-38656.8042019001	3102	5%	-5.9814453	Chr01	miss50	Bicolor	38656.8042019001
PI533754	PI533754_PI533754	-8646.9560532	597	1%	-7.209961	Chr01	miss50	Bicolor	8646.9560532
PI533754	PI533754_PI533754	-197937.7291093	21578	25%	-3.3007812	Chr02	miss50	Bicolor	197937.7291093
PI533754	PI533754_PI533754	-99250.7115871999	8797	10%	-4.9757812	Chr02	miss50	Bicolor	99250.7115871999
PI533754	PI533754_PI533754	-55006.3494267	4440	5%	-5.8046875	Chr02	miss50	Bicolor	55006.3494267
PI533754	PI533754_PI533754	-12579.2076314	871	1%	-7.1015625	Chr02	miss50	Bicolor	12579.2076314
PI533754	PI533754_PI533754	-207755.6639391	23328	25%	-3.1981201	Chr03	miss50	Bicolor	207755.6639391
PI533754	PI533754_PI533754	-109715.1935043	10009	10%	-4.8928223	Chr03	miss50	Bicolor	109715.1935043
PI533754	PI533754_PI533754	-61265.7675250001	5064	5%	-5.73617855	Chr03	miss50	Bicolor	61265.7675250001
PI533754	PI533754_PI533754	-14551.3990487	1030	1%	-7.045371144	Chr03	miss50	Bicolor	14551.3990487
PI533754	PI533754_PI533754	-154962.8588676	15499	25%	-3.8300781	Chr04	miss50	Bicolor	154962.8588676
PI533754	PI533754_PI533754	-73735.3231144001	6173	10%	-5.4033203	Chr04	miss50	Bicolor	73735.3231144001
PI533754	PI533754_PI533754	-39846.7722203	3074	5%	-6.12265628	Chr04	miss50	Bicolor	39846.7722203
PI533754	PI533754_PI533754	-9227.8037055	614	1%	-7.2910156	Chr04	miss50	Bicolor	9227.8037055
PI533754	PI533754_PI533754	-117502.709677	12514	25%	-3.6359863	Chr05	miss50	Bicolor	117502.709677
PI533754	PI533754_PI533754	-56392.5733795	4954	10%	-5.276367	Chr05	miss50	Bicolor	56392.5733795
PI533754	PI533754_PI533754	-30572.9259269	2450	5%	-6.041992	Chr05	miss50	Bicolor	30572.9259269
PI533754	PI533754_PI533754	-7188.4877947	498	1%	-7.2558594	Chr05	miss50	Bicolor	7188.4877947
PI533754	PI533754_PI533754	-26270.2462506	2672	25%	-3.9614258	Chr06	miss50	Bicolor	26270.2462506
PI533754	PI533754_PI533754	-10857.2884176	906	10%	-5.501953	Chr06	miss50	Bicolor	10857.2884176
PI533754	PI533754_PI533754	-5737.28136539999	437	5%	-6.201172	Chr06	miss50	Bicolor	5737.28136539999
